pid,slr_cpc,wnd_cpc,slr_wn,tx_cpct,revenue,cost,profit,lon,lat,t_state,t_county,p_name,p_year
1019,215.0430072,230,0.934969597,230,61082017.97,36073581.04,25008436.93,-99.0760047942256,34.1119518811108,TX,Wilbarger County,Electra Wind,2016
1020,113.3271996,119.93,0.944944548,119.93,29459054.77,19005182.78,10453872,-101.450189159929,32.4850558800984,TX,Howard County,Gunsight,2016
1021,244.9971511,230,1.065205005,230,55600316.42,38144604.18,17455712.24,-99.5410875821368,33.357147992886,TX,Knox County,Horse Creek Wind,2016
1022,153.743245,200,0.768716225,200,34805314.39,29308016.33,5497298.06,-98.918100363486,27.458294590364,TX,Webb County,Javelina II,2016
1023,59.72548669,230.4,0.259225203,230.4,44371726.21,26480294.58,17891431.63,-102.712060926346,34.7140861116242,TX,Parmer County,Mariah North Wind,2016
1024,26.6197593,128,0.20796687,128,27614656.64,14277973.11,13336683.53,-100.933298227854,35.1679260811037,TX,Donley County,Salt Fork,2016
1025,0.202723082,300.3,6.75069e-4,259.8536928,46778881.01,29761240.93,17017640.08,-101.369179996505,34.2076415777886,TX,Floyd County,South Plains II,2016
1026,0,125.58,0,108.6493039,19279636.13,12360943.66,6918692.465,-97.3638601563751,33.6950722752591,TX,Cooke County,Tyler Bluff,2016
1027,0,257.25,0,222.567554,39177072.47,25507779.05,13669293.43,-101.113015135459,33.8371470077951,TX,Floyd County,Wake,2016
1028,43.09963771,62.1,0.694036034,62.1,15173466.79,8774969.167,6398497.623,-109.385300889818,37.8947728784267,UT,San Juan County,Latigo,2016
1029,1.17777685,1.79,0.657975894,1.79,442191.8777,248985.5395,193206.3382,-112.369781,40.501865,UT,Tooele County,Tooele Army Depot II,2016
1030,105.986733,98,1.081497275,98,26298491.57,16259068.28,10039423.29,-79.1157042972347,39.2475614390993,WV,Grant County,New Creek Wind,2016
1031,86.92592456,85.1,1.021456223,85.1,22319172.8,13866558.87,8452613.927,-105.884927161371,42.6956464536648,WY,Converse County,Pioneer Wind Park,2016
1032,38.83756688,30,1.294585563,30,8452502.259,5373821.631,3078680.628,-93.2562756738395,42.0490339054334,IA,Story County,30 MW Iowa DG Portfolio,2017
1033,274.9850581,208,1.322043548,208,73635466.45,37723335.66,35912130.79,-76.4189859219726,36.3125150250665,NC,Perquimans County,Amazon Wind Farm US East,2017
1034,2.366845237,1.79,1.322259909,1.79,501364.7735,326697.3058,174667.4677,-94.475632,40.764946,IA,Taylor County,August Wind Energy LLC,2017
1035,12.03542848,10,1.203542848,10,3053524.536,1733173.099,1320351.437,-117.273367831905,44.4180590942096,OR,Baker County,Benson Creek,2017
1036,346.5371314,276,1.255569317,276,75185790.24,48801442.85,26384347.4,-102.463581340624,34.5728560449116,TX,Castro County,Bethel,2017
1037,2.115401467,1.79,1.181788529,1.79,540211.738,310931.7183,229280.0197,-94.474396,40.767693,IA,Taylor County,Birch Power LLC,2017
1038,121.2894641,98.9,1.226384875,98.9,27222120.83,17570564.41,9651556.416,-103.102754352193,34.8081413244197,NM,Curry County,Broadview Energy JN LLC,2017
1039,246.9688661,200,1.234844331,200,51193986.04,35576762.79,15617223.25,-100.013084198211,37.3628041627294,KS,Clark County,Cimarron Bend II,2017
1040,60.1853998,50.4,1.194154758,50.4,13757295.45,8731767.479,5025527.974,-101.237359168916,33.9903081634805,TX,Floyd County,Cotton Plains Wind,2017
1041,1.005,0.75,1.339999999,0.75,217694.5061,137765.2715,79929.23457,-75.858383,37.982826,MD,Somerset County,Crisfield Waste Water Treatment Plant,2017
1042,200.9652026,147.6,1.361552863,147.6,39219449.99,27188727.03,12030722.96,-82.8842090863728,43.9663402516809,MI,Huron County,Deerfield,2017
1043,4.971760078,10,0.497176008,10,2090757.492,1291228.277,799529.2157,-117.322014679352,44.3527090336362,OR,Baker County,Durbin Creek,2017
1044,47.63935624,163.2,0.29190782,163.2,34312495.05,19186728.56,15125766.49,-102.054055942548,34.7772113520808,TX,Randall County,Falvez Astra,2017
1045,8.02563834,10,0.802563834,10,2865043.873,1482791.672,1382252.201,-117.268174702159,44.4255944911797,OR,Baker County,Jett Creek,2017
1046,6.903816963,6,1.15063616,6,1377338.147,1020603.32,356734.8266,-94.0801567028448,41.8194073353276,IA,Dallas County,Mason Wind LLC Perry,2017
1047,141.4655152,151.2,0.935618487,151.2,35750887.79,23681471.39,12069416.4,-101.162797565034,34.0268576823382,TX,Floyd County,Old Settler Wind,2017
1048,81.87230991,96.6,0.84753944,96.6,20889765.98,14672617.25,6217148.726,-101.164622862254,46.9508819378712,ND,Morton County,Oliver III,2017
1049,12.80205935,10,1.280205935,10,3435540.133,1782055.287,1653484.846,-117.257863004868,44.416670643684,OR,Baker County,Prospector,2017
1050,1.844778655,1.79,1.030602601,1.79,463917.7354,292295.7852,171621.9503,-94.753922,41.373135,IA,Cass County,Roseman Energy LLC,2017
1051,1.923711727,1.5,1.282474485,1.5,548548.5546,267795.6512,280752.9034,-79.102692,42.580894,NY,Erie County,Seneca Nation,2017
1052,2.009999999,1.5,1.339999999,1.5,583844.7043,274667.4651,309177.2392,-71.699883,41.659916,RI,Kent County,WED Coventry 5,2017
1053,348.3037158,280.6,1.241281952,280.6,79553280.14,49445639.92,30107640.21,-99.6456859530744,37.8650796407689,KS,Ford County,Western Plains,2017
1054,8.46273847,10,0.846273847,10,2517845.21,1508904.346,1008940.863,-117.271947532514,44.3816813780399,OR,Baker County,Willow Spring,2017
1055,67.10497254,82.8,0.810446528,82.8,18213583.4,12500033.51,5713549.886,-102.97584242855,34.7970820573356,TX,Deaf Smith County,Broadview Energy JN LLC,2017
1056,131.7589844,178.2,0.73938824,178.2,34778668.96,26044005.78,8734663.179,-99.94550483193,37.4844730555704,KS,Ford County,Bloom,2017
1057,8.715369301,6.9,1.263097,6.9,2087786.469,1222511.915,865274.5542,-97.4034902567001,41.6775261198137,NE,Platte County,Creston Ridge Expansion,2017
1058,144.3429064,150,0.962286043,150,32814990.67,23728298.24,9086692.428,-102.961242294464,48.5276262572624,ND,Williams County,Lindahl,2017
1059,6.158121247,6,1.026353541,6,1448914.223,986490.8207,462423.4022,-91.2269030916768,42.4899727032715,IA,Delaware County,Mason Wind LLC Dyersville,2017
1060,7.395905177,6,1.232650863,6,1815730.195,1055173.574,760556.6214,-92.0189973964688,42.6477100299968,IA,Fayette County,Mason Wind LLC Fairbank,2017
1061,6.804039601,10,0.68040396,10,2380159.213,1407485.862,972673.3504,-93.1740699157782,43.1169277160106,IA,Cerro Gordo County,Mason Wind LLC Mason City,2017
1062,18.7653981,29.9,0.627605288,29.9,5573741.949,4210205.967,1363535.982,-103.274597525589,33.3617413193829,NM,Lea County,Sterling Phase I,2017
1063,179.3549767,253,0.708912951,253,55990854.48,36468360.79,19522493.69,-100.987195799725,32.8939804736972,TX,Scurry County,Amazon Wind Farm Texas,2017
1064,121.7811189,100,1.217811189,100,27493698.57,17426090.23,10067608.35,-87.0281973038069,40.7258143145166,IN,White County,Meadow Lake V,2017
1065,0,158.7,0,137.3040654,24364375.33,15938573.95,8425801.38,-100.772833806893,29.7732837794722,TX,Val Verde County,Rocksprings,2017
1066,2.316492975,1.85,1.252158365,1.85,644265.5235,336006.5771,308258.9464,-121.191589,36.274509,CA,Monterey County,Scheid Vineyards,2017
1067,117.5321361,100.05,1.174733994,100.05,31027010.32,17167205.35,13859804.97,-83.3050154286624,43.8138835171259,MI,Huron County,Apple Blossom,2017
1068,235.5219663,196.65,1.197670818,196.65,53076829.83,34065413.35,19011416.48,-101.588163368714,31.7705407600216,TX,Glasscock County,Bearkat I,2017
1069,198.3233517,170,1.166607951,170,49960574.43,29078533.14,20882041.29,-94.1586927603868,42.1032373939933,IA,Greene County,Beaver Creek,2017
1070,150.3799381,117.6,1.27874097,117.6,39698306.07,21117588.03,18580718.04,-84.9437627612049,40.3233597269317,IN,Jay County,Bluff Point,2017
1071,91.8016296,100.05,0.917557517,100.05,23891183.59,15819238.47,8071945.118,-98.3914925122803,32.3642910800443,TX,Erath County,Buckthorn,2017
1072,1.88243953,1.85,1.017534881,1.85,505283.0421,301703.4594,203579.5827,-118.221596,34.691982,CA,Los Angeles County,California State Prison Los Angeles County,2017
1073,31.2653678,22.8,1.371288061,22.8,7655656.212,4191359.282,3464296.93,-70.3047793409801,44.5120997306905,ME,Oxford County,Canton Mountain,2017
1074,135.8582834,249.075,0.545451303,249.075,51257271.5,33140482.15,18116789.34,-97.5291227257328,27.5984336073311,TX,Nueces County,Chapman Ranch,2017
1075,2.129183225,1.7,1.25246072,1.7,453381.6844,300240.7508,153140.9336,-97.187675,40.895283,NE,Seward County,City of Seward,2017
1076,118.5179089,92,1.28823814,92,27623003.58,16553975.25,11069028.33,-98.4167642421196,40.2785117471075,NE,Webster County,Cottonwood Wind,2017
1077,44.83457733,30,1.494485911,30,9977115.653,5770092.668,4207022.985,-72.9786309261058,42.8668061446239,VT,Bennington County,Deerfield Wind,2017
1078,281.6587529,298.2,0.944529688,298.2,87639548.25,47662125.09,39977423.17,-105.642971372129,34.7232714453995,NM,Torrance County,El Cabo,2017
1079,109.83476,155.4,0.706787388,155.4,33272057.02,22413826.18,10858230.84,-101.116459428132,32.8833354341603,TX,Scurry County,Fluvanna I,2017
1080,52.16504905,43.7,1.193708216,43.7,12658844.86,7566109.718,5092735.137,-121.63914353444,37.7665977341917,CA,Alameda County,Golden Hills North,2017
1081,88.43999997,66,1.339999999,66,23208021.19,12093767.96,11114253.22,-83.7108477249265,40.7880976861008,OH,Hardin County,Hog Creek,2017
1082,155.068143,164,0.945537457,164,40921770.04,25768212.53,15153557.51,-92.6771244936999,41.4468020137381,IA,Mahaska County,Prairie,2017
1083,118.9309926,98,1.213581558,98,24126183.04,17308283.68,6817899.367,-90.2507383319535,42.655358239597,WI,Lafayette County,Quilt Block,2017
1084,410.287933,305.8,1.341687158,305.8,96974275.1,55807522.99,41166752.11,-89.0426989030255,40.0024539980018,IL,Macon County,Radford's Run,2017
1085,279.0935417,299.25,0.932643414,299.25,70951393.37,46875851.33,24075542.04,-97.7816261948826,36.0499389652873,OK,Kingfisher County,Red Dirt,2017
1086,121.4271116,200,0.607135558,200,36544275.39,27580794.28,8963481.111,-96.1548953244182,44.4665101017809,MN,Lincoln County,Red Pine,2017
1087,96.45840484,100.8,0.956928619,100.8,22554335.12,15909187.5,6645147.62,-97.8726078667171,35.277757617569,OK,Grady County,Redbed Plains,2017
1088,332.8484361,300,1.109494787,300,78850842.23,51170036.75,27680805.48,-95.2403717740635,40.4348102564592,MO,Atchison County,Rock Creek,2017
1089,159.1385194,157.5,1.010403298,157.5,41349280.86,25532298.28,15816982.59,-97.4734939702957,36.9088636908306,OK,Grant County,Rock Falls,2017
1090,0,300,0,259.5539988,59012180.55,29281725.93,29730454.61,-97.3037548205521,36.5758287720908,OK,Noble County,Thunder Ranch,2017
1091,63.57831571,75.6,0.840983012,75.6,16455325.94,11433320.68,5022005.257,-102.529068779522,37.7744018283834,CO,Prowers County,Twin Buttes II,2017
1092,6.002313071,4.5,1.333847349,4.5,1595004.645,816442.4801,778562.1645,-83.1788709864338,40.5911600316321,OH,Marion County,Whirlpool Corp. Marion Wind Farm,2017
1093,1.749381897,1.5,1.166254598,1.5,536795.1603,256154.723,280640.4373,-84.033714,41.002811,OH,Putnam County,Whirlpool Corp. Ottawa Wind Farm,2017
1094,278.9675218,250,1.115870087,250,54188406.24,42203354.77,11985051.47,-99.6541869704485,33.3435022835696,TX,Haskell County,Willow Springs Wind Farm,2017
1095,115.9605921,142.6,0.813187883,142.6,30695614.1,21585766.68,9109847.416,-103.118725563393,34.7510854648143,NM,Curry County,Broadview Energy KW LLC,2017
1096,54.6763752,43.7,1.251175634,43.7,13636951.57,7718607.192,5918344.383,-83.4170957072394,43.6460538724232,MI,Tuscola County,Cross Winds Energy Park II,2018
1097,147.2410467,200,0.736205234,200,37867165.96,29133277.67,8733888.294,-98.5682631134564,31.6320063076488,TX,Mills County,Flat Top,2018
1098,2.106686467,1.5,1.404457645,1.5,574269.6168,279185.3456,295084.2712,-73.025764,42.225765,MA,Berkshire County,Otis Wind Energy Project,2017
1099,3.412300404,4,0.853075101,4,1017780.328,605893.6751,411886.6529,-92.7154529999297,41.4734408170914,IA,Mahaska County,Prairie II,2018
1100,163.2190487,131.1,1.244996558,131.1,44049422.86,23728860.91,20320561.94,-116.297647632545,32.7613000016493,CA,San Diego County,Tule,2018
1101,25.69141977,25.06,1.02519632,25.06,7479375.661,4141031.816,3338343.845,-109.650417424184,45.8369527551173,MT,Sweet Grass County,Big Timber,2018
1102,168.2768056,132.5,1.270013627,132.5,41829447.69,23633747.98,18195699.71,-90.2865599830796,41.2073714455945,IL,Henry County,Bishop Hill III,2018
1103,25.91714867,30,0.863904956,30,6952788.134,4596757.287,2356030.847,-103.706527763602,41.2925745712196,NE,Kimball County,Kimball Wind Farm,2018
1104,135.9217245,160,0.849510778,160,38729117.14,24480341.19,14248775.94,-99.5352420889229,31.2474833644249,TX,McCulloch County,Rattlesnake Wind,2018
1105,336.7496188,300,1.122498729,300,60544266.63,51018151.76,9526114.864,-101.347799836094,31.1926792807263,TX,Reagan County,Santa Rita,2018
1106,4.161631856,3.57,1.165723209,3.57,785824.9719,610452.8036,175372.1683,-101.790001,34.967331,TX,Randall County,UL Advanced Wind Turbine Test Facility,2018
1107,109.5346342,79.2,1.383013059,79.2,29513272.46,14655437.57,14857834.89,-79.2301961789539,42.406224552981,NY,Chautauqua County,Arkwright Summit,2018
1108,139.5268663,148.35,0.940524882,148.35,36152949,23867960.78,12284988.22,-100.01762285802,31.1164156878847,TX,Concho County,Cactus Flats,2018
1109,2.154706067,1.7,1.267474157,1.7,483526.294,306807.1037,176719.1904,-121.381569,36.466167,CA,Monterey County,Correctional Training Facility,2018
1110,137.3204704,105,1.307814003,105,36852078.63,18988357.47,17863721.16,-84.5813619749853,41.048485593039,OH,Paulding County,Northwest Ohio,2018
1111,4.886996739,6.9,0.708260397,6.9,1637150.113,993407.5077,643742.6051,-97.6268894800326,40.6328920126941,NE,Fillmore County,Perennial Wind,2018
1112,166.3352698,200,0.831676349,200,43268643.84,30070848.89,13197794.95,-99.310311493753,36.1720134957062,OK,Dewey County,Persimmon Creek I,2018
1113,1.901093099,1.7,1.118290059,1.7,479926.5626,290992.0574,188934.5052,-121.37075,36.474236,CA,Monterey County,Salinas Valley State Prison,2018
1114,3.707797166,3,1.235932389,3,967629.4911,525473.4142,442156.0769,-83.6442604954245,41.0836275003724,OH,Hancock County,Valfilm Wind,2018
1115,13.89758906,27.75,0.50081402,27.75,5121880.781,3594325.878,1527554.902,-102.079608281673,30.9178446988626,TX,Pecos County,Desert Sky Repower,2001
1116,18.29548196,27.2,0.672628013,27.2,5473375.25,3854138.39,1619236.86,-100.166139395123,32.4283900132183,TX,Nolan County,Trent Mesa Repower,2001
1117,147.5771572,195.11,0.756379259,195.11,40334838.74,28344292.96,11990545.78,-97.5645795017174,36.3085991178221,OK,Garfield County,Armadillo Flats,2018
1118,26.26197956,20.7,1.268694665,20.7,6069759.362,3786996.677,2282762.685,-98.7554191827322,43.715865408281,SD,Aurora County,Aurora County Wind,2018
1119,216.3821261,170,1.272836036,170,51770721.17,30309499.73,21461221.44,-94.246713851963,42.1047290503023,IA,Greene County,Beaver Creek II,2018
1120,181.0220604,148.35,1.220236336,148.35,40292635.02,26258082.74,14034552.28,-102.646702990541,34.0578468522063,TX,Lamb County,Blue Cloud I,2018
1121,17.30067613,45,0.38445947,45,8366547.671,5582187.911,2784359.76,-99.4696597466713,34.2362125874024,TX,Hardeman County,Blue Summit II,2018
1122,25.52843391,20.7,1.233257677,20.7,6272092.737,3725055.95,2547036.787,-98.9224459306119,43.7144039206681,SD,Brule County,Brule County Wind,2018
1123,35.38439102,50,0.70768782,50,11362015.98,7125800.601,4236215.381,-103.974948510668,34.6041795624855,NM,Quay County,Casa Mesa,2018
1124,112.7443582,80,1.409304477,80,25671456.79,14942572.44,10728884.35,-75.6504460021219,43.8906745691498,NY,Lewis County,Copenhagen,2018
1125,331.232908,299.25,1.106876886,299.25,80510959.83,50430763.35,30080196.48,-97.2142236191736,38.5758101356162,KS,Marion County,Diamond Vista,2018
1126,99.24552814,90,1.10272809,90,26909149.3,15187677.44,11721471.86,-94.8127042896742,41.7356026846719,IA,Audubon County,Heartland Divide,2018
1127,186.7372552,185,1.009390569,185,51006825.54,29841828.79,21164996.75,-89.3450187789873,40.001516921204,IL,Logan County,HillTopper,2018
1128,105.570141,91.875,1.149062759,91.875,21613875.81,15616421.69,5997454.121,-92.9318819524953,42.3422024853596,IA,Grundy County,Ivester,2018
1129,219.0414485,199.5,1.097952123,199.5,53347066.26,33399752.49,19947313.77,-100.647000543095,31.0394207471578,TX,Schleicher County,Live Oak,2018
1130,78.78149999,73.6,1.070400815,73.6,18976175.85,12218244.23,6757931.624,-101.47677184344,33.7448021747933,TX,Crosby County,Lorenzo Winds,2018
1131,275.6130772,219.6,1.255068657,219.6,77512330.3,38940976.95,38571353.34,-87.1433381843365,40.6935310698852,IN,Benton County,Meadow Lake VI,2018
1132,157.0858854,147.5,1.064989053,147.5,35107451.26,24300567.71,10806883.55,-98.3276340548321,35.4527084196471,OK,Caddo County,Minco IV,2018
1133,1.975213868,1.85,1.067683172,1.85,542323.3638,304981.6862,237341.6776,-116.753098,33.911694,CA,Riverside County,Nestle Waters II,2018
1134,131.1227228,100.05,1.310571942,100.05,30193643.31,18121607.51,12072035.8,-100.923927899347,47.8749299183801,ND,McHenry County,New Frontier,2018
1135,277.4541026,212,1.308745767,212,60464522.65,38155384.95,22309137.7,-92.5396769339657,41.6400163013278,IA,Poweshiek County,North English,2018
1136,109.4942436,100,1.094942436,100,26166054.32,16821226.33,9344827.994,-94.4933236268916,41.2001027606463,IA,Adair County,Orient I,2018
1137,50.54569116,42.5,1.18931038,42.5,11931808.87,7341048.703,4590760.163,-95.5679162663455,44.8595902894389,MN,Chippewa County,Palmer's Creek,2018
1138,131.3271676,243.8,0.538667627,243.8,45801368.6,32276906.94,13524461.65,-98.8625366238984,37.5601374063031,KS,Pratt County,Pratt Wind Energy Center,2018
1139,357.6136892,318.15,1.124041142,318.15,89611957.74,54454621.7,35157336.04,-96.8271796163635,42.3857987773271,NE,Dixon County,Rattlesnake Creek,2018
1140,178.0728284,398,0.447419167,398,86419097.57,50382344.14,36036753.43,-103.6592844,39.1164959905714,CO,Elbert County,Rush Creek I,2018
1141,75.38977284,200,0.376948864,200,33660853,24454523.07,9206329.931,-103.172405500268,39.0828192625264,CO,Lincoln County,Rush Creek II,2018
1142,57.94279812,71.3,0.812661965,71.3,20308125.4,10904495.23,9403630.17,-109.49915243599,45.8746621566814,MT,Stillwater County,Stillwater Big Sky,2018
1143,43.09910693,34.125,1.262977493,34.125,10165694.29,6069113.92,4096580.374,-96.0761966368113,43.9816792736526,MN,Pipestone County,Stoneray,2018
1144,375.0856557,300,1.250285519,300,80828302.76,53972891.11,26855411.65,-101.693807633671,33.1530409493264,TX,Lynn County,Tahoka Wind,2018
1145,60.23409174,48,1.254876911,48,11967437.01,8558215.148,3409221.863,-102.541241328917,46.0513858544209,ND,Adams County,Thunder Spirit II,2018
1146,278.1505614,297.5,0.93495987,297.5,76042046.67,46788603.35,29253443.31,-98.8033694520559,27.6044476984929,TX,Duval County,Torrecillas,2018
1147,1.029380299,2.3,0.447556652,2.3,640548.0149,290480.5341,350067.4808,-96.161751,46.506741,MN,Otter Tail County,Trondhjem (Wind-Solar Hybrid),2018
1148,199.82878,201.6,0.991214186,201.6,53486139.57,32484102.59,21002036.98,-92.8465567680943,43.4275544749251,IA,Mitchell County,Turtle Creek,2018
1149,188.8194803,202.5,0.932441878,202.5,49813328.67,31624674.8,18188653.87,-98.0035282888452,42.1901485575506,NE,Antelope County,Upstream,2018
1150,213.2634318,194.4,1.097034114,194.4,59733922.67,32803846.19,26930076.48,-118.266678365804,35.0753155910755,CA,Kern County,Voyager II,2018
1151,269.451065,210,1.28310031,210,61241778.95,37556647.27,23685131.69,-89.6049315577134,41.519669217706,IL,Bureau County,Walnut Ridge,2018
1152,4.034415476,3,1.344805159,3,1154579.09,545959.8767,608619.2129,-71.529739,41.797844,RI,Providence County,WED Green Hill,2018
1153,4.034769047,3,1.344923016,3,1121857.475,546107.9615,575749.5134,-71.535828,41.79607,RI,Providence County,WED Plainfield,2018
1154,4.077909347,3,1.359303116,3,928764.8717,548900.6827,379864.189,-71.539963,41.794582,RI,Providence County,WED Plainfield II,2018
1155,4.013209106,3,1.337736369,3,1033567.576,544735.9374,488831.6384,-71.530624,41.793526,RI,Providence County,WED Plainfield III,2018
1156,4.019999998,3,1.339999999,3,972905.0344,545242.6284,427662.406,-71.540657,41.79845,RI,Providence County,WED Shun I,2018
1157,4.044039847,3,1.348013282,3,1095497.712,546648.4239,548849.2885,-71.536224,41.800133,RI,Providence County,WED Shun II,2018
1158,4.282030964,3,1.427343655,3,1142951.219,561812.8848,581138.3344,-71.549332,41.799068,RI,Providence County,WED Shun III,2018
1159,5.443628854,4.5,1.209695301,4.5,1393116.314,794082.0499,599034.2644,-84.6114933318249,40.1278343512666,OH,Darke County,Whirlpool Corporation - Greenville Wind Fa,2018
1160,126.5757774,114.905,1.101568926,114.905,29486172.33,19459798.36,10026373.97,-102.8965056832,33.5405375037866,TX,Cochran County,Wildcat Ranch,2018
1161,8.942198627,9.2,0.971978112,9.2,2252124.724,1468814.051,783310.6727,-96.0775253356516,43.9861382980428,MN,Pipestone County,Woodstock Hills Repower,2018
1162,224.4824075,248,0.905170998,248,59747479.55,38527935.16,21219544.38,-94.3203423106896,41.4451737256288,IA,Adair County,Arbor Hill,2018
1163,94.35799289,76.125,1.239513864,76.125,26413798.48,13362125.56,13051672.92,-89.0545804460473,41.722148911268,IL,Lee County,Mendota Hills Repowering,2019
1164,136.8748682,172.5,0.793477497,172.5,54277107.03,25640866.39,28636240.64,-92.4011151074153,41.5489394024112,IA,Poweshiek County,English Farms,2019
1165,68.43345596,66,1.036870545,66,15727444.54,10881744.37,4845700.165,-92.339305153452,43.3785071531561,IA,Howard County,Saratoga,2019
1166,242.624747,292.5,0.829486314,292.5,66650042.62,43949604.35,22700438.27,-95.3237795460991,43.2075106182223,IA,Clay County,Upland Prairie,2019
1167,176.3449838,149.5,1.179565109,149.5,44708526.77,25766745.68,18941781.09,-84.6610015562821,43.482475775683,MI,Isabella County,Pine River,2019
1168,55.84205031,68.25,0.818198539,68.25,15600099.96,10261488.31,5338611.648,-96.1285267191537,44.0550089637939,MN,Pipestone County,Stoneray II,2019
1169,150.0362947,478,0.313883462,478,84222926.49,56468301.92,27754624.57,-101.651973233596,33.951009478161,TX,Hale County,Hale Wind,2019
1170,1.377521464,1.7,0.810306743,1.7,417243.5997,257094.3702,160149.2296,-121.453575,36.503963,CA,Monterey County,Mann Packing,2019
1171,67.41025053,226.8,0.297223327,226.8,38600954.01,26477594.36,12123359.65,-97.6360946997832,27.5943024074962,TX,Nueces County,Patriot Wind,2019
1172,0,30.24,0,26.16304308,4605641.278,3017422.406,1588218.872,-99.192469308156,33.577170651437,TX,Baylor County,Seymour Hills,2019
1173,178.5431482,158,1.130019925,158,33836937.64,27053924.9,6783012.741,-101.228596350498,32.8766048655135,TX,Borden County,Gopher Creek Wind Farm,2019
1174,449.617965,350.28,1.28359588,350.28,90149486.89,62875092.89,27274394,-99.7440575056406,33.9100693061302,TX,Foard County,Foard City,2019
1175,171.8050716,220.5,0.779161322,220.5,52837882.58,33012392.9,19825489.68,-103.237621931923,34.8103515062187,NM,Curry County,Grady,2019
1176,119.7695305,181.3,0.660615171,181.3,40035539.31,25312911.95,14722627.35,-99.2538896333654,34.0812862246673,TX,Wilbarger County,Lockett,2019
1177,138.7908892,154.875,0.896147791,154.875,34058486.86,24154302.87,9904183.984,-95.2408037218509,37.9765519215735,KS,Allen County,Prairie Queen,2019
1178,205.4405667,302.4,0.679366954,302.4,62462089.59,42927267.31,19534822.28,-101.1441166081,31.2440089351797,TX,Irion County,Santa Rita East,2019
1179,226.2657823,270.375,0.836859111,270.375,61509777.64,40797709.36,20712068.28,-101.120530539273,39.312309691614,KS,Thomas County,Solomon Forks,2019
1180,39.77214333,28.8,1.380977199,28.8,9928151.079,5326919.676,4601231.403,-72.0151845715006,43.0565698485472,NH,Hillsborough County,Antrim,2019
1181,6.662666514,4.6,1.448405764,4.6,1514860.693,871572.1788,643288.5147,-73.2721135122462,42.5982305009261,MA,Berkshire County,Berkshire Wind Power Project Phase II,2019
1182,119.584982,90,1.328722023,90,32623245.3,16339382.63,16283862.67,-77.6796266337561,41.8916190283982,PA,Potter County,Big Level,2019
1183,249.8659447,206.64,1.209184789,206.64,55044186.67,36139159.24,18905027.42,-99.5528153864611,34.1805406345029,TX,Hardeman County,Blue Summit III,2019
1184,232.1282082,205.2,1.131229085,205.2,52682852.81,34893693.62,17789159.2,-88.660396352441,40.6831845405439,IL,McLean County,Bright Stalk,2019
1185,49.09380829,59.4,0.826495089,59.4,12115926.63,8909062.825,3206863.801,-104.422559191434,37.7746708983881,CO,Huerfano County,Busch Ranch II,2019
1186,234.6854448,193.2,1.214727975,193.2,50523035.2,33804062.73,16718972.47,-102.31271377675,35.1971966949784,TX,Oldham County,Canadian Breaks,2019
1187,126.3831019,95,1.330348441,95,27150189.21,17246381.95,9903807.263,-96.5693416895101,44.4471992931312,SD,Brookings County,Coyote Ridge,2019
1188,273.3461499,209.44,1.305128676,209.44,58819100.11,37832510.68,20986589.43,-97.8603188827211,45.0917200923664,SD,Clark County,Crocker,2019
1189,94.12256557,75.9,1.240086503,75.9,26151091.75,13362223.8,12788867.95,-83.393235376167,43.6198576633022,MI,Tuscola County,Cross Winds Energy Park III,2019
1190,264.9647143,200.1,1.324161491,200.1,56344213.47,36166828.46,20177385.01,-96.9298446225204,45.0544170747864,SD,Codington County,Crowned Ridge I,2019
1191,200.6870701,175.44,1.143907148,175.44,47612305.66,30022320.25,17589985.42,-99.9933875518628,46.3850384815781,ND,Emmons County,Emmons-Logan,2019
1192,194.1844088,150,1.294562725,150,45440854.07,26911103.36,18529750.71,-98.8787052910646,46.0982104097339,ND,Dickey County,Foxtail Wind,2019
1193,256.0062717,206.64,1.238899882,206.64,57970436.93,36602826.52,21367610.41,-95.7746070409116,42.8633592471374,IA,Cherokee County,Glaciers Edge,2019
1194,70.78338192,107.5,0.658450064,107.5,23241367.87,14978495.22,8262872.65,-101.821416076573,46.9693285816271,ND,Mercer County,Glen Ullin Energy Center (Clean Energy 1),2019
1195,201.5649939,194.25,1.0376576260000001,194.25,58091771.27,31724663.33,26367107.94,-89.5459028749671,41.6149592798623,IL,Lee County,Green River,2019
1196,113.2835084,331.2,0.342039579,331.2,62348096.14,40024094.13,22324002.01,-101.924557779452,31.0939362417977,TX,Crockett County,High Lonesome,2019
1197,6.043631267,4.5,1.343029171,4.5,1556741.472,823590.3241,733151.1477,-84.6128283510507,41.1898890003145,OH,Paulding County,Holcim - Paulding Wind Project,2019
1198,6.839574479,5,1.367914896,5,1569427.952,920064.3827,649363.5698,-72.8711510258827,42.2126635020258,MA,Hampden County,Holiday Hill Community Wind,2019
1199,238.8642417,186.3,1.282148372,186.3,49504278.75,33451322,16052956.75,-95.4638576833735,42.4139522632162,IA,Ida County,Ida Grove II,2019
1200,329.6482156,285.2,1.155849283,285.2,78073652.22,49800707.3,28272944.93,-97.7571441785068,28.1349263850917,TX,Bee County,Karankawa,2019
1201,88.25965886,101.2,0.872131016,101.2,26850321.96,15527783.13,11322538.83,-96.1542439363884,44.1433786830586,MN,Pipestone County,Lake Benton II Repower,2019
