"pid","p_name","p_year","t_cap","t_count","t_rd","slr_cpc","wnd_cpc","slr_wn","tx_cpct","revenue","cost","profit","lon","lat","t_state","t_county","fips","county","state","env_sens_score","dac_sts","energy_brdn","foss_emplmt","coal_emplmt","outage_n","outage_dur","rci","energy_community","sid","lines","max_volt","min_volt","distance_m","distance_km"
985,"Odell",2016,2000,100,110,200.6401033,200,1.003200517,200,45703269.46,32249856.84,13453412.62,-94.9312403809834,43.8517345981811,"MN","Cottonwood County",27033,"Cottonwood County","MN",1,0,3,0.000505,0.000505,0,0,68,0,138022,3,345,345,8747.18504449824,8.74718504449824
986,"South Fork",2016,2300,6,116,16.03172749,13.8,1.161719383,13.8,4033643.717,2366937.976,1666705.741,-95.4105221683951,43.5963802904356,"MN","Jackson County",27063,"Jackson County","MN",1,0,5,0.000505,0.000505,0,0,68,0,129805,2,161,161,12982.6005810361,12.9826005810361
987,"Osborn",2016,2100,74,116,174.6731092,155.4,1.124022582,155.4,42248233.63,26363987.48,15884246.15,-94.4496518934301,39.8403152389067,"MO","DeKalb County",29063,"DeKalb County","MO",1,0,4,0,0,0,0,68,0,119996,2,161,161,19073.1478895326,19.0731478895326
988,"Greenfield Wind Farm",2016,2300,13,107,31.85426293,29.9,1.065359964,29.9,9278373.821,4935877.602,4342496.218,-111.917574807741,47.7184688576843,"MT","Teton County",30099,"Teton County","MT",1,0,4,0.004578,0.001052,0,0,68,0,206190,3,115,115,7995.56809647987,7.99556809647988
989,"Brady Wind I",2016,1715,87,103,170.9531197,149.205,1.145759993,149.205,43025946.41,25547335.54,17478610.87,-102.739992628422,46.663193327849,"ND","Stark County",38089,"Stark County","ND",1,0,2,0.028596,0.002212,0,0,86,0,135219,3,115,115,21654.160564641,21.654160564641
990,"Brady Wind II",2016,2100,72,116,77.93226836,151.2,0.515425055,151.2,31477777.41,20015177,11462600.4,-102.784614613811,46.596517907252,"ND","Hettinger County",38041,"Hettinger County","ND",10,0,4,0.028596,0.002212,0,0,63,0,135219,3,115,115,29194.6135694365,29.1946135694365
991,"Courtenay",2016,2000,99,100,70.81559041,198,0.357654497,198,42359636.23,23794307.82,18565328.4,-98.6007318713648,47.186547250519,"ND","Stutsman County",38093,"Stutsman County","ND",10,0,1,0.000382,0.000382,0,0,86,0,160691,1,115,115,587.916198642065,0.587916198642065
992,"Sunflower",2016,2000,52,100,55.66843723,104,0.535273435,104,20593420.54,13892995.94,6700424.6,-102.064997233774,46.8281681624095,"ND","Morton County",38059,"Morton County","ND",1,0,4,0.001366,0.001074,0,0,79,1,160922,1,230,230,28806.2881095509,28.8062881095509
993,"Central Community College-Hastings",2016,1700,1,103,0.688700423,1.7,0.405117896,1.7,385649.1946,209556.7144,176092.4802,-98.334496,40.569241,"NE","Adams County",31001,"Adams County","NE",10,0,3,0.000566,0.000566,0,0,89,0,131726,5,115,115,2114.06427872757,2.11406427872757
994,"Grande Prairie",2016,2000,200,110,224.8685138,400,0.562171284,400,83309154.43,54044696.89,29264457.55,-98.4610387404553,42.6103750006093,"NE","Holt County",31089,"Holt County","NE",1,0,4,0,0,1,0,66,0,144236,3,115,115,26854.8849417554,26.8548849417554
995,"Prairie Breeze III",2016,1790,20,100,32.77339592,35.8,0.915457987,35.8,8833261.631,5587352.671,3245908.96,-97.9621608941054,41.9875401814495,"NE","Antelope County",31003,"Antelope County","NE",1,0,4,0.000329,0.000329,0,0,65,0,159261,3,115,115,12621.1954232968,12.6211954232968
996,"Milo",2016,2000,16,100,30.14001539,32,0.941875481,32,7001217.597,5148776.16,1852441.437,-103.34267385622,33.9008131332808,"NM","Roosevelt County",35041,"Roosevelt County","NM",15,0,4,0.017882,0.001407,0,0,86,0,304303,2,230,115,51668.8237922275,51.6688237922275
997,"Jericho Rise",2016,2100,37,114,100.220638,77.7,1.289840901,77.7,27324458.03,13879191.64,13445266.39,-74.0987608348555,44.8835072741266,"NY","Franklin County",36033,"Franklin County","NY",1,0,5,0.000717,0.000717,0,0,87,0,136012,3,115,115,1756.16435595653,1.75616435595653
998,"Amazon Wind Farm US Central",2016,2100,48,114,117.3807554,100.8,1.164491621,100.8,33141573.03,17297304.27,15844268.76,-84.7596261625069,41.1250249325932,"OH","Paulding County",39125,"Paulding County","OH",1,0,5,0.000251,0.000251,0,0,68,0,160666,2,138,138,11868.6435658161,11.8686435658161
999,"Harpster Wind",2016,1500,1,87,1.825627238,1.5,1.217084826,1.5,498795.5317,262388.5892,236406.9426,-83.228584,40.718292,"OH","Wyandot County",39175,"Wyandot County","OH",10,0,5,0,0,0,0,69,0,152447,1,138,138,12274.8815573209,12.2748815573209
1000,"Bluestem",2016,3300,60,117,207.1215697,198,1.046068534,198,46706465.19,32717682.96,13988782.24,-100.588881943971,36.5535036193314,"OK","Beaver County",40007,"Beaver County","OK",25,0,5,0.011018,0.000909,0,0,45,0,148741,3,115,115,24836.6045808184,24.8366045808184
1001,"Chisholm View II",2016,2400,27,107,47.61061164,64.8,0.734731661,64.8,12216661.55,9321579.352,2895082.195,-97.6859856919312,36.5620395304604,"OK","Grant County",40047,"Garfield County","OK",1,0,3,0.007396,0,0,0,88,0,118692,4,345,345,1477.49733518883,1.47749733518883
1002,"Drift Sand",2016,2000,54,110,62.69034595,108,0.580466166,108,23010296.24,14492380.7,8517915.544,-97.942176808245,34.8308999447912,"OK","Grady County",40051,"Grady County","OK",1,0,4,0.004645,0.000643,0,0,88,0,168615,1,138,138,1410.72756095381,1.41072756095381
1003,"Frontier I",2016,3300,61,126,116.2520055,201.3,0.577506237,201.3,44461566.51,26969399.26,17492167.24,-97.1756077886165,36.8479253064648,"OK","Kay County",40071,"Kay County","OK",1,0,4,0.011018,0.000909,0,0,85,0,155853,1,345,345,1075.38063647228,1.07538063647228
1004,"Grant Plains",2016,2300,64,108,143.0016057,147.2,0.971478299,147.2,34864811.32,23396480.24,11468331.08,-97.6658309257299,36.9694016719914,"OK","Grant County",40053,"Grant County","OK",1,0,4,0.011018,0.000909,0,0,46,0,159800,1,345,345,4811.65429648894,4.81165429648894
1005,"Grant Wind",2016,2300,66,108,63.83076886,151.8,0.420492548,151.8,32810278.67,18846969.33,13963309.35,-97.679641573937,36.9226304264296,"OK","Grant County",40053,"Grant County","OK",1,0,4,0.011018,0.000909,0,0,46,0,159800,1,345,345,1196.80872561257,1.19680872561257
1006,"Great Western",2016,2000,93,100,194.0770064,186,1.043424766,186,48146031.04,30353840.58,17792190.47,-99.5838950679024,36.1751296423975,"OK","Ellis County",40153,"Woodward County","OK",1,0,3,0.011018,0.000909,0,0,86,0,159777,1,345,345,1677.01453346006,1.67701453346006
1007,"Kingfisher Wind",2016,2000,58,100,111.8919523,116,0.964585795,116,29759729.49,18380645.6,11379083.89,-97.8146454590397,35.7602361721652,"OK","Kingfisher County",40073,"Kingfisher County","OK",1,0,2,0.011018,0.000909,0,0,77,0,168550,6,345,345,4096.2948276932,4.0962948276932
1008,"Rush Springs Wind Energy Center",2016,2075,119,116,232.6830877,246.925,0.942322923,246.925,61900597.32,38896192.88,23004404.44,-97.8191623974526,34.7097257596999,"OK","Grady County",40051,"Grady County","OK",1,0,4,0.004645,0.000643,0,0,88,0,168612,1,138,138,9781.72654852915,9.78172654852915
1009,"Chopin",2016,1650,6,103,11.84836008,9.9,1.196804049,9.9,3094888.724,1714299.251,1380589.473,-118.470699649479,45.8920468456292,"OR","Umatilla County",41059,"Umatilla County","OR",10,0,3,0.000248,0.000248,1,399,89,0,203433,3,115,115,6190.93197331251,6.19093197331251
1010,"Ringer Hill",2016,2850,14,103,51.32612853,39.9,1.286369136,39.9,12598516.73,7142399.273,5456117.461,-79.192034524369,39.741313973938,"PA","Somerset County",42111,"Somerset County","PA",10,0,5,0.00074,0.00074,0,0,87,1,139261,3,138,138,9130.65276889381,9.13065276889381
1011,"Block Island",2016,6000,5,150,NA,NA,NA,NA,NA,NA,NA,-71.5220591142061,41.1155439497438,"RI","Washington County",NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,0,173371,2,115,115,38976.0107239224,38.9760107239224
1012,"WED Coventry 1",2016,1500,1,82.3,2.228923613,1.5,1.485949075,1.5,479038.027,288324.4412,190713.5857,-71.707817,41.675499,"RI","Kent County",44003,"Kent County","RI",30,0,4,4e-04,0.000452,0,0,91,0,130752,2,115,115,17921.5305371166,17.9215305371166
1013,"WED Coventry 2",2016,1500,3,82.3,6.029999998,4.5,1.339999999,4.5,1803230.389,823891.5435,979338.8458,-71.7044223056427,41.669746337522,"RI","Kent County",44003,"Kent County","RI",10,0,4,4e-04,0.000452,0,0,91,0,130752,2,115,115,18013.5820955236,18.0135820955236
1014,"WED Coventry 3",2016,1500,1,82.3,2.066638457,1.5,1.377758972,1.5,573038.3645,278166.0905,294872.274,-71.721161,41.695499,"RI","Kent County",44003,"Kent County","RI",1,0,4,4e-04,0.000452,0,0,91,0,130752,2,115,115,17930.5101442339,17.9305101442339
1015,"WED Coventry 4",2016,1500,1,82.3,2.084113152,1.5,1.389408768,1.5,570343.7192,279277.1698,291066.5494,-71.729477,41.686527,"RI","Kent County",44003,"Kent County","RI",1,0,4,4e-04,0.000452,0,0,91,0,136582,3,115,115,18070.9212111297,18.0709212111297
1016,"WED Coventry 6",2016,1500,3,82.3,6.256580289,4.5,1.390351175,4.5,1690123.877,838099.3831,852024.494,-71.7045339918986,41.6688116953268,"RI","Kent County",44003,"Kent County","RI",25,0,4,4e-04,0.000452,0,0,91,0,130752,2,115,115,18077.4473017266,18.0774473017266
1017,"WED Portsmouth 1",2016,1500,1,82.3,2.060112849,1.5,1.373408566,1.5,574200.9934,275746.1153,298454.8781,-71.25132,41.614353,"RI","Newport County",44005,"Newport County","RI",15,0,3,4e-04,0.000452,0,0,92,0,136650,4,115,115,1434.21985676251,1.43421985676251
1018,"Grandview II (Colbeck's Corner)",2016,1790,112,100,222.267968,200.48,1.10867901,200.48,51472433.01,33661132.95,17811300.06,-101.107820915795,35.3267985457203,"TX","Carson County",48065,"Carson County","TX",10,0,3,0.000694,0.000573,0,0,78,0,304871,4,345,345,9364.77892465193,9.36477892465193
1019,"Electra Wind",2016,2300,100,116,215.0430072,230,0.934969597,230,61082017.97,36073581.04,25008436.93,-99.0760047942256,34.1119518811108,"TX","Wilbarger County",48487,"Wilbarger County","TX",1,0,4,0,0,0,0,82,1,300376,11,345,138,7071.61460712406,7.07161460712406
1020,"Gunsight",2016,1790,67,100,113.3271996,119.93,0.944944548,119.93,29459054.77,19005182.78,10453872,-101.450189159929,32.4850558800984,"TX","Howard County",48227,"Howard County","TX",10,0,4,0,0,0,0,84,0,312256,1,138,138,19408.4314560577,19.4084314560577
1021,"Horse Creek Wind",2016,2300,100,116,244.9971511,230,1.065205005,230,55600316.42,38144604.18,17455712.24,-99.5410875821368,33.357147992886,"TX","Knox County",48207,"Haskell County","TX",1,0,5,0,0,0,0,63,0,310093,4,345,345,17545.2638207048,17.5452638207048
1022,"Javelina II",2016,2000,100,116,153.743245,200,0.768716225,200,34805314.39,29308016.33,5497298.06,-98.918100363486,27.458294590364,"TX","Webb County",48479,"Webb County","TX",10,0,5,0.00258,0.000198,0,0,84,1,303401,1,138,138,8379.17389771823,8.37917389771823
1023,"Mariah North Wind",2016,2400,96,107,59.72548669,230.4,0.259225203,230.4,44371726.21,26480294.58,17891431.63,-102.712060926346,34.7140861116242,"TX","Parmer County",48369,"Parmer County","TX",10,0,3,0,0,0,0,61,0,302455,5,115,115,11911.3786864036,11.9113786864036
1024,"Salt Fork",2016,2000,64,100,26.6197593,128,0.20796687,128,27614656.64,14277973.11,13336683.53,-100.933298227854,35.1679260811037,"TX","Donley County",48129,"Donley County","TX",30,0,5,0,0,0,0,53,0,310560,3,115,115,9742.9143868796,9.7429143868796
1025,"South Plains II",2016,3300,91,117,0.202723082,300.3,0.000675069,259.8536928,46778881.01,29761240.93,17017640.08,-101.369179996505,34.2076415777886,"TX","Floyd County",48153,"Floyd County","TX",10,0,4,0,0,0,0,41,0,308765,2,345,345,24039.2760810761,24.0392760810761
1026,"Tyler Bluff",2016,2415,52,108,0,125.58,0,108.6493039,19279636.13,12360943.66,6918692.465,-97.3638601563751,33.6950722752591,"TX","Cooke County",48097,"Cooke County","TX",1,0,3,0.004818,0.001241,0,0,86,0,303826,1,138,138,15062.7401919509,15.0627401919509
1027,"Wake",2016,1715,150,103,0,257.25,0,222.567554,39177072.47,25507779.05,13669293.43,-101.113015135459,33.8371470077951,"TX","Floyd County",48153,"Floyd County","TX",10,0,4,0,0,0,0,41,0,308765,2,345,345,25368.0901353294,25.3680901353294
1028,"Latigo",2016,2300,27,116,43.09963771,62.1,0.694036034,62.1,15173466.79,8774969.167,6398497.623,-109.385300889818,37.8947728784267,"UT","San Juan County",49037,"San Juan County","UT",1,0,3,0.006044,0.000745,0,0,66,1,209617,1,115,115,1477.04702770794,1.47704702770794
1029,"Tooele Army Depot II",2016,1790,1,103,1.17777685,1.79,0.657975894,1.79,442191.8777,248985.5395,193206.3382,-112.369781,40.501865,"UT","Tooele County",49045,"Tooele County","UT",10,0,2,0.000919,0.000753,0,0,96,0,206161,1,115,115,2112.65374467288,2.11265374467288
1030,"New Creek Wind",2016,2000,49,90,105.986733,98,1.081497275,98,26298491.57,16259068.28,10039423.29,-79.1157042972347,39.2475614390993,"WV","Grant County",54023,"Grant County","WV",10,0,5,0.00663,0.003579,0,0,68,1,162360,2,500,500,5770.26173248152,5.77026173248152
1031,"Pioneer Wind Park",2016,1850,46,87,86.92592456,85.1,1.021456223,85.1,22319172.8,13866558.87,8452613.927,-105.884927161371,42.6956464536648,"WY","Converse County",56009,"Converse County","WY",10,0,2,0.010616,0.003673,0,0,70,1,209469,3,115,115,15539.6192018764,15.5396192018764
1032,"30 MW Iowa DG Portfolio",2017,3000,10,125,38.83756688,30,1.294585563,30,8452502.259,5373821.631,3078680.628,-93.2562756738395,42.0490339054334,"IA","Story County",19169,"Story County","IA",10,0,1,0.000404,0.000404,1,300,96,0,130991,5,161,161,4277.84328027715,4.27784328027715
1033,"Amazon Wind Farm US East",2017,2000,104,114,274.9850581,208,1.322043548,208,73635466.45,37723335.66,35912130.79,-76.4189859219726,36.3125150250665,"NC","Perquimans County",37143,"Perquimans County","NC",30,0,4,0.000219,0.000219,1,3449,79,0,147094,3,230,230,10623.9019364771,10.6239019364771
1034,"August Wind Energy LLC",2017,1790,1,100,2.366845237,1.79,1.322259909,1.79,501364.7735,326697.3058,174667.4677,-94.475632,40.764946,"IA","Taylor County",19173,"Taylor County","IA",1,0,5,0.000167,0.000167,0,0,67,0,173497,2,161,161,24607.6225183524,24.6076225183524
1035,"Benson Creek",2017,2000,5,116,12.03542848,10,1.203542848,10,3053524.536,1733173.099,1320351.437,-117.273367831905,44.4180590942096,"OR","Baker County",41001,"Baker County","OR",10,0,4,0.000248,0.000248,0,0,68,0,207725,3,138,115,2917.48726962033,2.91748726962033
1036,"Bethel",2017,2300,120,116,346.5371314,276,1.255569317,276,75185790.24,48801442.85,26384347.4,-102.463581340624,34.5728560449116,"TX","Castro County",48069,"Castro County","TX",10,0,2,0,0,0,0,50,0,308103,3,115,115,5901.01188851699,5.90101188851699
1037,"Birch Power LLC",2017,1790,1,100,2.115401467,1.79,1.181788529,1.79,540211.738,310931.7183,229280.0197,-94.474396,40.767693,"IA","Taylor County",19173,"Taylor County","IA",1,0,5,0.000167,0.000167,0,0,67,0,173497,2,161,161,24438.5889473062,24.4385889473062
1038,"Broadview Energy JN LLC",2017,2300,43,108,121.2894641,98.9,1.226384875,98.9,27222120.83,17570564.41,9651556.416,-103.102754352193,34.8081413244197,"NM","Curry County",35009,"Curry County","NM",15,0,3,0.017882,0.001407,0,0,86,0,306172,2,115,115,38747.8969341209,38.7478969341209
1039,"Cimarron Bend II",2017,2000,100,110,246.9688661,200,1.234844331,200,51193986.04,35576762.79,15617223.25,-100.013084198211,37.3628041627294,"KS","Clark County",20025,"Clark County","KS",25,0,4,0.002347,0.000546,0,0,44,0,119651,1,115,115,34987.6006053419,34.9876006053419
1040,"Cotton Plains Wind",2017,2400,21,107,60.1853998,50.4,1.194154758,50.4,13757295.45,8731767.479,5025527.974,-101.237359168916,33.9903081634805,"TX","Floyd County",48153,"Floyd County","TX",10,0,4,0,0,0,0,41,0,308765,2,345,345,9311.47153024094,9.31147153024094
1041,"Crisfield Waste Water Treatment Plant",2017,750,1,54,1.005,0.75,1.339999999,0.75,217694.5061,137765.2715,79929.23457,-75.858383,37.982826,"MD","Somerset County",24039,"Somerset County","MD",1,0,7,0.000187,0.000187,0,0,89,0,122915,2,138,138,25394.8664869151,25.3948664869151
1042,"Deerfield",2017,2050,72,110,200.9652026,147.6,1.361552863,147.6,39219449.99,27188727.03,12030722.96,-82.8842090863728,43.9663402516809,"MI","Huron County",26063,"Huron County","MI",1,0,5,0.000794,0.000416,3,7874,66,1,131033,3,120,120,15174.292318947,15.174292318947
1043,"Durbin Creek",2017,2000,5,116,4.971760078,10,0.497176008,10,2090757.492,1291228.277,799529.2157,-117.322014679352,44.3527090336362,"OR","Baker County",41001,"Baker County","OR",25,0,4,0.000248,0.000248,0,0,68,0,205309,3,138,138,3234.88093391331,3.23488093391331
1044,"Falvez Astra",2017,2400,68,107,47.63935624,163.2,0.29190782,163.2,34312495.05,19186728.56,15125766.49,-102.054055942548,34.7772113520808,"TX","Randall County",48381,"Randall County","TX",10,0,2,0.000694,0.000573,0,0,92,0,308803,2,115,115,19143.4951011361,19.1434951011361
1045,"Jett Creek",2017,2000,5,116,8.02563834,10,0.802563834,10,2865043.873,1482791.672,1382252.201,-117.268174702159,44.4255944911797,"OR","Baker County",41001,"Baker County","OR",10,0,4,0.000248,0.000248,0,0,68,0,207725,3,138,115,3706.26613748429,3.70626613748429
1046,"Mason Wind LLC Perry",2017,2000,3,111,6.903816963,6,1.15063616,6,1377338.147,1020603.32,356734.8266,-94.0801567028448,41.8194073353276,"IA","Dallas County",19049,"Dallas County","IA",1,0,2,0.000201,0.000119,2,300,97,0,131092,1,161,161,4090.22371031016,4.09022371031016
1047,"Old Settler Wind",2017,2400,63,107,141.4655152,151.2,0.935618487,151.2,35750887.79,23681471.39,12069416.4,-101.162797565034,34.0268576823382,"TX","Floyd County",48153,"Floyd County","TX",10,0,4,0,0,0,0,41,0,308765,2,345,345,3888.03457567192,3.88803457567192
1048,"Oliver III",2017,2100,46,116,81.87230991,96.6,0.84753944,96.6,20889765.98,14672617.25,6217148.726,-101.164622862254,46.9508819378712,"ND","Morton County",38059,"Morton County","ND",10,0,4,0.001366,0.001074,0,0,79,0,133420,5,230,230,13494.7473641216,13.4947473641216
1049,"Prospector",2017,2000,5,116,12.80205935,10,1.280205935,10,3435540.133,1782055.287,1653484.846,-117.257863004868,44.416670643684,"OR","Baker County",41001,"Baker County","OR",10,0,4,0.000248,0.000248,0,0,68,0,207725,3,138,115,4011.3955688898,4.0113955688898
1050,"Roseman Energy LLC",2017,1790,1,100,1.844778655,1.79,1.030602601,1.79,463917.7354,292295.7852,171621.9503,-94.753922,41.373135,"IA","Cass County",19029,"Cass County","IA",1,0,4,0.000167,0.000167,0,0,66,0,131508,3,161,161,12794.6264642431,12.7946264642431
1051,"Seneca Nation",2017,1500,1,82.3,1.923711727,1.5,1.282474485,1.5,548548.5546,267795.6512,280752.9034,-79.102692,42.580894,"NY","Erie County",36029,"Erie County","NY",1,0,2,0.000464,0.000446,0,0,90,0,124343,2,115,115,6261.24685526993,6.26124685526993
1052,"WED Coventry 5",2017,1500,1,82.3,2.009999999,1.5,1.339999999,1.5,583844.7043,274667.4651,309177.2392,-71.699883,41.659916,"RI","Kent County",44003,"Kent County","RI",10,0,4,4e-04,0.000452,0,0,91,0,130752,2,115,115,18316.6197251916,18.3166197251916
1053,"Western Plains",2017,2300,122,108,348.3037158,280.6,1.241281952,280.6,79553280.14,49445639.92,30107640.21,-99.6456859530744,37.8650796407689,"KS","Ford County",20057,"Ford County","KS",1,0,4,0.002347,0.000546,0,0,87,0,117996,2,230,230,9487.85410104606,9.48785410104606
1054,"Willow Spring",2017,2000,5,116,8.46273847,10,0.846273847,10,2517845.21,1508904.346,1008940.863,-117.271947532514,44.3816813780399,"OR","Baker County",41001,"Baker County","OR",10,0,4,0.000248,0.000248,0,0,68,0,205309,3,138,138,2167.4925820523,2.1674925820523
1055,"Broadview Energy JN LLC",2017,2300,36,108,67.10497254,82.8,0.810446528,82.8,18213583.4,12500033.51,5713549.886,-102.97584242855,34.7970820573356,"TX","Deaf Smith County",48117,"Deaf Smith County","TX",25,0,3,0,0,0,0,71,0,302698,3,115,115,30695.635568062,30.695635568062
1056,"Bloom",2017,3300,54,117,131.7589844,178.2,0.73938824,178.2,34778668.96,26044005.78,8734663.179,-99.94550483193,37.4844730555704,"KS","Ford County",20057,"Ford County","KS",25,0,4,0.002347,0.000546,0,0,87,0,148748,3,115,115,26171.7733542768,26.1717733542768
1057,"Creston Ridge Expansion",2017,2300,3,116,8.715369301,6.9,1.263097,6.9,2087786.469,1222511.915,865274.5542,-97.4034902567001,41.6775261198137,"NE","Platte County",31141,"Platte County","NE",10,0,3,0.000329,0.000329,0,0,79,0,131822,2,115,115,4517.88429178613,4.51788429178613
1058,"Lindahl",2017,2000,75,100,144.3429064,150,0.962286043,150,32814990.67,23728298.24,9086692.428,-102.961242294464,48.5276262572624,"ND","Williams County",38105,"Williams County","ND",10,0,2,0.028596,0.002212,2,114,86,0,134453,3,115,115,2605.12157707504,2.60512157707504
1059,"Mason Wind LLC Dyersville",2017,2000,3,111,6.158121247,6,1.026353541,6,1448914.223,986490.8207,462423.4022,-91.2269030916768,42.4899727032715,"IA","Delaware County",19055,"Delaware County","IA",1,0,5,0.000335,0.000335,0,0,67,0,130582,3,161,161,29862.1196196867,29.8621196196867
1060,"Mason Wind LLC Fairbank",2017,2000,3,111,7.395905177,6,1.232650863,6,1815730.195,1055173.574,760556.6214,-92.0189973964688,42.6477100299968,"IA","Fayette County",19065,"Fayette County","IA",1,0,7,0.000335,0.000335,0,0,77,0,144519,8,345,161,11808.2074254686,11.8082074254686
1061,"Mason Wind LLC Mason City",2017,2000,5,111,6.804039601,10,0.68040396,10,2380159.213,1407485.862,972673.3504,-93.1740699157782,43.1169277160106,"IA","Cerro Gordo County",19033,"Cerro Gordo County","IA",1,0,4,0.000335,0.000335,0,0,88,0,173444,3,161,161,5144.64066254474,5.14464066254474
1062,"Sterling Phase I",2017,2300,13,116,18.7653981,29.9,0.627605288,29.9,5573741.949,4210205.967,1363535.982,-103.274597525589,33.3617413193829,"NM","Lea County",35025,"Lea County","NM",15,0,3,0.017882,0.001407,0,0,85,0,305155,3,115,115,46556.0672727916,46.5560672727916
1063,"Amazon Wind Farm Texas",2017,2300,110,116,179.3549767,253,0.708912951,253,55990854.48,36468360.79,19522493.69,-100.987195799725,32.8939804736972,"TX","Scurry County",48415,"Scurry County","TX",10,0,4,0,0,0,0,84,0,313813,3,138,138,24955.3825249376,24.9553825249376
1064,"Meadow Lake V",2017,2000,50,110,121.7811189,100,1.217811189,100,27493698.57,17426090.23,10067608.35,-87.0281973038069,40.7258143145166,"IN","White County",18181,"White County","IN",1,0,4,0.000109,0.000109,0,0,67,0,123283,1,345,345,3536.99659913825,3.53699659913825
1065,"Rocksprings",2017,2300,69,116,0,158.7,0,137.3040654,24364375.33,15938573.95,8425801.38,-100.772833806893,29.7732837794722,"TX","Val Verde County",48465,"Val Verde County","TX",10,0,4,0.000578,0.000347,0,0,73,0,300510,2,138,138,43518.2042075708,43.5182042075708
1066,"Scheid Vineyards",2017,1850,1,82.5,2.316492975,1.85,1.252158365,1.85,644265.5235,336006.5771,308258.9464,-121.191589,36.274509,"CA","Monterey County",6053,"Monterey County","CA",1,0,2,0.000188,0.000188,0,0,90,0,306864,2,115,115,67679.0402545479,67.6790402545479
1067,"Apple Blossom",2017,3450,29,126,117.5321361,100.05,1.174733994,100.05,31027010.32,17167205.35,13859804.97,-83.3050154286624,43.8138835171259,"MI","Huron County",26063,"Huron County","MI",10,0,5,0.000794,0.000416,3,7874,66,0,144569,1,120,120,3808.80772716575,3.80880772716575
1068,"Bearkat I",2017,3450,57,126,235.5219663,196.65,1.197670818,196.65,53076829.83,34065413.35,19011416.48,-101.588163368714,31.7705407600216,"TX","Glasscock County",48173,"Glasscock County","TX",10,0,3,0,0,0,0,64,0,316226,3,138,138,6348.93821764965,6.34893821764965
1069,"Beaver Creek",2017,2000,85,110,198.3233517,170,1.166607951,170,49960574.43,29078533.14,20882041.29,-94.1586927603868,42.1032373939933,"IA","Greene County",19015,"Boone County","IA",1,0,4,0.000167,0.000167,1,300,81,0,173441,2,345,345,3472.28947660628,3.47228947660628
1070,"Bluff Point",2017,2100,56,116,150.3799381,117.6,1.27874097,117.6,39698306.07,21117588.03,18580718.04,-84.9437627612049,40.3233597269317,"IN","Jay County",18075,"Jay County","IN",1,0,5,0.000233,0.000233,0,0,65,0,124109,3,138,138,21941.3022993464,21.9413022993464
1071,"Buckthorn",2017,3450,29,126,91.8016296,100.05,0.917557517,100.05,23891183.59,15819238.47,8071945.118,-98.3914925122803,32.3642910800443,"TX","Erath County",48143,"Erath County","TX",10,0,4,0.004818,0.001241,1,5985,91,0,310834,3,138,138,36124.7821471547,36.1247821471547
1072,"California State Prison Los Angeles County",2017,1850,1,82.5,1.88243953,1.85,1.017534881,1.85,505283.0421,301703.4594,203579.5827,-118.221596,34.691982,"CA","Los Angeles County",6037,"Los Angeles County","CA",1,0,2,0.000565,0.000414,18,10624,89,0,310054,1,115,115,20265.3243848204,20.2653243848204
1073,"Canton Mountain",2017,2850,8,103,31.2653678,22.8,1.371288061,22.8,7655656.212,4191359.282,3464296.93,-70.3047793409801,44.5120997306905,"ME","Oxford County",23017,"Oxford County","ME",1,1,7,0.001018,0.001194,1,11,70,0,136744,2,115,115,3077.15182339434,3.07715182339434
1074,"Chapman Ranch",2017,3075,81,125,135.8582834,249.075,0.545451303,249.075,51257271.5,33140482.15,18116789.34,-97.5291227257328,27.5984336073311,"TX","Nueces County",48355,"Nueces County","TX",1,0,2,0.005776,0.001399,4,4428,87,0,300348,2,345,138,14420.2565726577,14.4202565726577
1075,"City of Seward",2017,1700,1,103,2.129183225,1.7,1.25246072,1.7,453381.6844,300240.7508,153140.9336,-97.187675,40.895283,"NE","Seward County",31159,"Seward County","NE",10,0,3,0.000468,0.000468,0,0,91,0,131933,4,115,115,5777.87342429808,5.77787342429808
1076,"Cottonwood Wind",2017,2300,40,116,118.5179089,92,1.28823814,92,27623003.58,16553975.25,11069028.33,-98.4167642421196,40.2785117471075,"NE","Webster County",31181,"Webster County","NE",1,0,4,0.000566,0.000566,0,0,66,0,148725,3,115,115,19095.1792899824,19.0951792899824
1077,"Deerfield Wind",2017,2000,15,87,44.83457733,30,1.494485911,30,9977115.653,5770092.668,4207022.985,-72.9786309261058,42.8668061446239,"VT","Bennington County",50003,"Bennington County","VT",25,0,5,0,0,0,0,91,0,135584,2,115,115,12824.9324605184,12.8249324605184
1078,"El Cabo",2017,2100,142,114,281.6587529,298.2,0.944529688,298.2,87639548.25,47662125.09,39977423.17,-105.642971372129,34.7232714453995,"NM","Torrance County",35057,"Torrance County","NM",10,0,6,0.001257,0.001206,0,0,76,0,304900,1,69,115,36504.8478743458,36.5048478743458
1079,"Fluvanna I",2017,2100,74,114,109.83476,155.4,0.706787388,155.4,33272057.02,22413826.18,10858230.84,-101.116459428132,32.8833354341603,"TX","Scurry County",48415,"Scurry County","TX",1,0,4,0,0,0,0,84,0,313813,3,138,138,27692.0629775147,27.6920629775147
